Puzzle #,StartWord,Word 1,Word 2,Word 3,Word 4,EndWord,Letter 1,Letter 2,Letter 3,Letter 4,Letter 5,EasyH1a,EasyH1b,EasyH2a,EasyH2b,EasyH3a,EasyH3b,EasyH4a,EasyH4b
221,LEAF,LEAD,LOAD,LORD,CORD,CORN,D,O,R,C,N,3A,2E,4D,3A,4D,1L,3R,4D
222,HATS,BATS,BANS,BAND,SAND,SAID,B,N,D,S,I,3T,2A,4S,1B,2A,3N,2A,4D
223,DOCK,DOCS,DOGS,DIGS,RIGS,RAGS,S,G,I,R,A,1D,2O,4S,1D,1D,3G,4S,2I
224,WEEK,WEED,WELD,WELL,WALL,GALL,D,L,L,A,G,3E,1W,4D,2E,2E,1W,1W,3L
225,RIMS,RIBS,RUBS,RUNS,RUNG,RANG,B,U,N,G,A,4S,2I,1R,4S,4S,1R,3N,2U
226,SWAY,SWAP,SOAP,SOAR,SOUR,POUR,P,O,R,U,P,2W,3A,3A,1S,2O,3A,1S,2O
227,MAIL,MALL,MALE,MARE,FARE,FARM,L,E,R,F,M,1M,4L,1M,2A,4E,2A,4E,3R
228,TART,TACT,TACK,BACK,BECK,NECK,C,K,B,E,N,4T,1T,1T,3C,2A,4K,1B,4K
229,WIRE,WINE,PINE,PINS,PUNS,PUSS,N,P,S,U,S,2I,4E,4E,2I,2I,1P,4S,3N
230,SASH,BASH,BASS,BOSS,TOSS,TOES,B,S,O,T,E,2A,4H,3S,1B,4S,3S,3S,2O
231,WASH,BASH,BACH,BACK,BECK,PECK,B,C,K,E,P,3S,4H,4H,1B,1B,3C,1B,3C
232,WELD,HELD,HERD,HARD,HARE,RARE,H,R,A,E,R,3L,4D,1H,4D,1H,3R,1H,3R
233,SLAY,PLAY,PLAT,PLOT,BLOT,BLOG,P,T,O,B,G,2L,4Y,3A,1P,4T,2L,2L,4T
234,HOME,DOME,DOLE,DOLL,DILL,GILL,D,L,L,I,G,2O,4E,4E,1D,1D,3L,3L,1D
235,TEES,FEES,FEED,HEED,HELD,HOLD,F,D,H,L,O,3E,4S,1F,2E,3E,4D,4D,2E
236,LUMP,LAMP,LAME,TAME,TALE,TALK,A,E,T,L,K,4P,3M,2A,3M,3M,4E,1T,2A
237,BOOT,BOOS,BIOS,BIDS,AIDS,AIMS,S,I,D,A,M,2O,3O,1B,3O,1B,2I,3D,2I
238,WASH,LASH,LASS,LAGS,LOGS,LOGO,L,S,G,O,O,3S,2A,2A,1L,2A,4S,4S,1L
239,REAP,READ,REED,FEED,FLED,FLEX,D,E,F,L,X,2E,3A,4D,2E,2E,4D,3E,4D
240,FAST,FEST,BEST,BEAT,BRAT,BRAG,E,B,A,R,G,1F,4T,2E,4T,1B,4T,3A,4T
241,OATS,MATS,MASS,MAST,FAST,FIST,M,S,T,F,I,4S,2A,2A,1M,1M,3S,2A,3S
242,BEDS,BEES,BEET,BEAT,BRAT,BRIT,E,T,A,R,I,1B,2E,3E,1B,2E,1B,4T,1B
243,SAIL,BAIL,BALL,BALE,BAKE,LAKE,B,L,E,K,L,3I,4L,4L,1B,1B,3L,4E,2A
244,KALE,MALE,MACE,MICE,RICE,RISE,M,C,I,R,S,4E,3L,4E,1M,4E,3C,4E,3C
245,KIRK,KINK,KIND,BIND,BOND,BOLD,N,D,B,O,L,4K,2I,3N,1K,4D,3N,3N,4D
246,SCOT,SOOT,LOOT,LOST,LEST,NEST,O,L,S,E,N,1S,3O,2O,3O,4T,2O,4T,3S
247,GLAM,GRAM,TRAM,TEAM,TERM,GERM,R,T,E,R,G,1G,3A,2R,4M,3A,1T,2E,1T
248,MOAN,MORN,MORE,MARE,MANE,SANE,R,E,A,N,S,1M,4N,1M,3R,4E,1M,2A,4E
249,SIDE,SITE,SITS,SETS,SEAS,SEAT,T,S,E,A,T,4E,2I,3T,1S,3T,4S,4S,2E
250,BURR,BURN,BARN,WARN,WARY,WAVY,N,A,W,Y,V,3R,2U,1B,3R,2A,3R,1W,3R
251,ZETA,BETA,BETS,PETS,PEAS,TEAS,B,S,P,A,T,2E,4A,3T,2E,3T,2E,1P,4S
252,ZONE,BONE,BORE,BORN,BOON,MOON,B,R,N,O,M,2O,4E,4E,2O,3R,1B,4N,2O
253,BALL,BELL,BELT,BEAT,BEAR,BOAR,E,T,A,R,O,1B,4L,2E,3L,4T,1B,2E,1B
254,WARE,WARS,LARS,LASS,LESS,NESS,S,L,S,E,N,2A,3R,3R,4S,4S,1L,4S,1L
255,TUCK,DUCK,DUNK,DUNG,DONG,GONG,D,N,G,O,G,3C,2U,1D,2U,2U,3N,1D,4G
256,DECO,DECK,DESK,DISK,DISS,MISS,K,S,I,S,M,2E,3C,2E,4K,4K,3S,2I,1D
257,LAND,LEND,LENS,LEES,LIES,PIES,E,S,E,I,P,1L,4D,1L,3N,2E,1L,4S,3E
258,TENS,TINS,BINS,BIOS,BOOS,BOON,I,B,O,O,N,4S,1T,4S,3N,1B,2I,1B,4S
259,MOSS,MOST,MOOT,SOOT,SLOT,SLOW,T,O,S,L,W,3S,2O,1M,2O,3O,2O,1S,4T
260,ROOF,ROOK,ROCK,MOCK,MUCK,MUCH,K,C,M,U,H,1R,2O,2O,1R,3C,4K,1M,4K
261,SUNK,BUNK,BUCK,BECK,BEAK,BEAU,B,C,E,A,U,4K,3N,4K,1B,4K,1B,1B,2E
262,LOOM,DOOM,DORM,WORM,WORE,WERE,D,R,W,E,E,2O,3O,4M,2O,3R,2O,2O,1W
263,GONG,BONG,BANG,BANS,BAYS,WAYS,B,A,S,Y,W,2O,3N,4G,3N,3N,2A,2A,4S
264,DEBT,DENT,BENT,BEET,FEET,FEEL,N,B,E,F,L,1D,4T,3N,2E,1B,4T,2E,4T
265,SECS,SETS,SITS,SINS,SINK,WINK,T,I,N,K,W,4S,2E,1S,3T,4S,2I,3N,1S
266,DUNK,BUNK,BULK,BULL,BELL,FELL,B,L,L,E,F,4K,2U,2U,4K,2U,3L,4L,1B
267,AIMS,AIDS,AIDE,TIDE,TILE,MILE,D,E,T,L,M,4S,1A,3D,2I,4E,2I,1T,4E
268,CUBS,CABS,CANS,PANS,PALS,PALM,A,N,P,L,M,1C,4S,2A,4S,3N,2A,2A,1P
269,JARS,CARS,CARD,CORD,LORD,LOAD,C,D,O,L,A,3R,2A,3R,1C,4D,1C,2O,4D
270,JACK,PACK,PACT,PAST,PEST,WEST,P,T,S,E,W,4K,2A,3C,2A,4T,1P,4T,1P
271,PALS,PADS,DADS,DAMS,DAMP,DUMP,D,D,M,P,U,1P,2A,3D,4S,4S,1D,3M,2A
272,CLUB,CLUE,BLUE,BLUR,SLUR,SPUR,E,B,R,S,P,3U,2L,3U,2L,1B,3U,4R,3U
273,RUSE,ROSE,LOSE,LORE,LORD,LOAD,O,L,R,D,A,3S,4E,4E,2O,2O,4E,2O,3R
274,DEAL,SEAL,SEAT,SPAT,SPIT,SUIT,S,T,P,I,U,2E,3A,2E,3A,3A,4T,2P,4T
275,BAIT,BRIT,BRAT,BEAT,NEAT,NEXT,R,A,E,N,X,3I,4T,1B,2R,1B,3A,3A,2E
276,LINN,LINE,LONE,LORE,TORE,TORI,E,O,R,T,I,3N,2I,3N,1L,4E,1L,3R,2O
277,HEAP,HEAT,BEAT,BEST,LEST,LIST,T,B,S,L,I,3A,2E,2E,3A,4T,2E,4T,3S
278,RAGE,RAKE,BAKE,BANE,BANG,BONG,K,B,N,G,O,2A,1R,3K,2A,2A,4E,3N,1B
279,NERD,HERD,HEAD,BEAD,BEAM,TEAM,H,A,B,M,T,3R,4D,4D,1H,3A,4D,1B,2E
280,FOIL,COIL,COAL,COAT,CHAT,WHAT,C,A,T,H,W,4L,3I,2O,4L,1C,3A,4T,3A
281,BRAT,BOAT,MOAT,MORT,MORE,MODE,O,M,R,E,D,3A,1B,2O,4T,1M,2O,3R,2O
282,SWIM,SLIM,SLID,SLED,SHED,SHEA,L,D,E,H,A,3I,1S,3I,1S,2L,1S,4D,3E
283,PANG,LANG,LANE,LATE,DATE,DATA,L,E,T,D,A,2A,4G,2A,3N,2A,1L,2A,4E
284,SANE,MANE,MALE,MALT,MELT,MEET,M,L,T,E,E,4E,2A,4E,2A,2A,1M,3L,4T
285,SOOT,SORT,PORT,PART,PANT,PUNT,R,P,A,N,U,2O,4T,2O,4T,1P,3R,4T,1P
286,HUGE,HUGS,BUGS,BEGS,BEES,BEEN,S,B,E,E,N,3G,2U,3G,4S,3G,1B,2E,1B
287,SCAN,SCAM,SEAM,SEAT,SENT,RENT,M,E,T,N,R,3A,2C,4M,3A,1S,2E,1S,4T
288,MORE,CORE,CORN,COIN,COIL,BOIL,C,N,I,L,B,2O,3R,2O,3R,4N,1C,3I,1C
289,PUMA,PUMP,PULP,PULL,POLL,ROLL,P,L,L,O,R,2U,3M,2U,1P,3L,1P,3L,4L
290,HENS,PENS,PANS,MANS,MATS,MATT,P,A,M,T,T,2E,4S,4S,3N,2A,3N,1M,2A
291,RUNG,RANG,BANG,BANE,JANE,JADE,A,B,E,J,D,4G,1R,2A,3N,1B,2A,3N,2A
292,SIMS,SUMS,BUMS,BUMP,PUMP,PIMP,U,B,P,P,I,4S,3M,3M,4S,2U,1B,3M,4P
293,FLAX,FLAG,SLAG,SLUG,SMUG,SMOG,G,S,U,M,O,2L,3A,2L,3A,4G,2L,1S,3U
294,MAGS,MAGE,MALE,MALL,MAIL,TAIL,E,L,L,I,T,2A,1M,1M,4E,2A,3L,1M,4L
295,HOPS,COPS,CAPS,CATS,BATS,BATH,C,A,T,B,H,4S,2O,1C,3P,1C,2A,4S,3T
296,KNIT,KNOT,KNOW,SNOW,SLOW,SLEW,O,W,S,L,E,2N,4T,2N,1K,3O,2N,3O,4W
297,RICH,RICE,VICE,VILE,VALE,VASE,E,V,L,A,S,1R,2I,3C,4E,4E,2I,3L,4E
298,TRIO,TRIM,TRAM,TEAM,BEAM,BEAU,M,A,E,B,U,1T,2R,2R,4M,4M,3A,2E,4M
299,TOAD,TOLD,TOLL,TALL,CALL,CALF,L,L,A,C,F,1T,2O,3L,1T,3L,4L,3L,2A
300,CURE,CUBE,CUBS,CUES,SUES,SUED,B,S,E,S,D,4E,1C,3B,2U,2U,1C,3E,4S
301,DIED,DEED,HEED,HERD,HARD,HARM,E,H,R,A,M,3E,4D,3E,2E,1H,4D,3R,1H
302,BARN,BARS,CARS,CABS,CUBS,SUBS,S,C,B,U,S,2A,1B,2A,4S,1C,2A,4S,3B
303,FOUL,FOIL,FAIL,FALL,FILL,WILL,I,A,L,I,W,4L,1F,4L,1F,4L,1F,3L,4L
304,CART,CARE,FARE,FIRE,FILE,FILM,E,F,I,L,M,2A,1C,4E,3R,1F,3R,1F,2I
305,SPAN,SPAR,SOAR,SOUR,POUR,POOR,R,O,U,P,O,3A,1S,1S,4R,4R,1S,2O,4R
306,SINK,SINS,SIMS,RIMS,RIPS,REPS,S,M,R,P,E,1S,2I,2I,4S,4S,3M,4S,2I
307,GONG,BONG,BOND,BOLD,FOLD,FOLK,B,D,L,F,K,2O,4G,1B,3N,2O,1B,3L,2O
308,MINI,MINA,MANA,MANS,MAYS,GAYS,A,A,S,Y,G,2I,3N,3N,1M,2A,3N,2A,1M
309,QUIZ,QUIT,SUIT,SPIT,SPIN,SPUN,T,S,P,N,U,2U,1Q,2U,3I,1S,3I,2P,3I
310,LAKE,CAKE,CAME,COME,COMA,COCA,C,M,O,A,C,4E,3K,4E,1C,1C,4E,3M,1C
311,REST,LEST,LOST,LOSE,LONE,NONE,L,O,E,N,N,4T,2E,3S,4T,1L,3S,4E,2O
312,PUSS,PUPS,POPS,POPE,PORE,SORE,P,O,E,R,S,2U,1P,3P,1P,3P,2O,2O,1P
313,BUSY,BURY,BURN,BORN,MORN,MOAN,R,N,O,M,A,2U,4Y,2U,1B,1B,4N,2O,4N
314,BRAS,BIAS,BINS,TINS,TIES,TIER,I,N,T,E,R,4S,1B,4S,1B,4S,3N,2I,4S
315,HAUL,HAIL,SAIL,SAID,SLID,SLED,I,S,D,L,E,2A,4L,4L,2A,2A,1S,1S,3I
316,CREW,BREW,BLEW,BLOW,BLOT,BOOT,B,L,O,T,O,3E,2R,3E,4W,2L,1B,2L,1B
317,WIPE,RIPE,RAPE,RATE,HATE,HATH,R,A,T,H,H,4E,3P,4E,3P,2A,1R,2A,3T
318,BUMP,BUMS,MUMS,MOMS,MOSS,MOST,S,M,O,S,T,3M,2U,2U,3M,3M,4S,4S,1M
319,BUMS,BUNS,BANS,BANE,BONE,BODE,N,A,E,O,D,2U,1B,4S,3N,1B,2A,4E,1B
320,NADA,DADA,DADS,LADS,LAGS,TAGS,D,S,L,G,T,2A,3D,2A,1D,4S,2A,1L,2A
321,EARN,BARN,BARE,BORE,BODE,NODE,B,E,O,D,N,3R,4N,2A,3R,3R,1B,1B,2O
322,BEES,BETS,BOTS,BOOS,BOOK,NOOK,T,O,O,K,N,1B,4S,1B,3T,4S,2O,3O,1B
323,JEEZ,GEEZ,GEEK,SEEK,SEEM,STEM,G,K,S,M,T,4Z,3E,3E,1G,4K,3E,2E,3E
324,POSH,PUSH,PUSS,PUBS,CUBS,CABS,U,S,B,C,A,3S,4H,1P,3S,4S,1P,4S,3B
325,ARTS,ARES,AREA,ARIA,ARID,AVID,E,A,I,D,V,2R,4S,3E,2R,4A,2R,2R,3I
326,FLOW,SLOW,SHOW,SHAW,SHAY,STAY,S,H,A,Y,T,3O,4W,1S,3O,1S,4W,2H,3A
327,CHIA,CHIT,WHIT,WRIT,BRIT,BRIM,T,W,R,B,M,1C,3I,3I,2H,3I,4T,3I,2R
328,WEPT,WEST,LEST,LAST,LASH,SASH,S,L,A,H,S,4T,2E,3S,4T,4T,3S,3S,1L
329,DOLE,COLE,CORE,CORN,TORN,TURN,C,R,N,T,U,4E,3L,1C,2O,2O,3R,2O,4N
330,MANY,MANE,MARE,MORE,TORE,TORY,E,R,O,T,Y,1M,3N,4E,1M,1M,3R,4E,3R
331,SKEW,SLEW,SLED,SEED,DEED,DEER,L,D,E,D,R,4W,1S,2L,1S,3E,1S,2E,4D
332,WINS,BINS,BANS,BARS,BARN,DARN,B,A,R,N,D,4S,2I,1B,3N,1B,2A,1B,2A
333,GAGS,BAGS,BEGS,BEDS,REDS,REDO,B,E,D,R,O,4S,2A,4S,3G,2E,4S,3D,4S
334,FOLK,FORK,FORT,PORT,PART,PACT,R,T,P,A,C,1F,4K,3R,2O,3R,2O,4T,1P
335,THAN,THIN,CHIN,COIN,CORN,PORN,I,C,O,R,P,1T,4N,4N,3I,3I,4N,4N,2O
336,HAYS,MAYS,MANS,MANE,MINE,NINE,M,N,E,I,N,4S,3Y,1M,2A,2A,1M,3N,4E
337,WIDE,RIDE,RISE,RUSE,RUSH,PUSH,R,S,U,H,P,3D,4E,2I,1R,1R,4E,3S,1R
338,CARB,CARE,CANE,LANE,LANG,LONG,E,N,L,G,O,2A,1C,2A,4E,3N,2A,3N,2A
339,MAYA,MANA,MANE,MALE,MOLE,MOLD,N,E,L,O,D,1M,2A,1M,3N,4E,1M,1M,4E
340,SILO,MILO,MILE,MOLE,MORE,MORA,M,E,O,R,A,2I,3L,1M,3L,4E,3L,1M,2O
341,MAID,MAIL,MALL,MALT,MAST,FAST,L,L,T,S,F,2A,1M,4L,1M,2A,1M,1M,4T
342,TOTS,DOTS,DONS,DONE,DINE,VINE,D,N,E,I,V,2O,3T,2O,4S,3N,2O,4E,1D
343,LOOM,LOOK,LOCK,LACK,LACE,LAKE,K,C,A,E,K,1L,2O,4K,1L,3C,1L,2A,1L
344,BURY,BUSY,BUST,BEST,BEAT,BEAM,S,T,E,A,M,2U,4Y,2U,3S,1B,3S,1B,4T
345,COST,LOST,LIST,GIST,GILT,WILT,L,I,G,L,W,3S,2O,3S,4T,4T,2I,4T,1G
346,SURF,SURE,SORE,MORE,MORT,MOOT,E,O,M,T,O,3R,1S,1S,3R,3R,2O,3R,1M
347,DING,DINE,WINE,WISE,WISH,FISH,E,W,S,H,F,1D,3N,4E,3N,4E,1W,2I,3S
348,TYPE,TYNE,TONE,TONS,TENS,LENS,N,O,S,E,L,2Y,1T,3N,1T,2O,1T,4S,3N
349,NUKE,PUKE,PURE,CURE,CARE,DARE,P,R,C,A,D,4E,3K,1P,2U,3R,4E,4E,1C
350,SLID,SLED,SUED,SUES,DUES,DYES,E,U,S,D,Y,1S,4D,1S,3E,1S,2U,3E,4S
351,BUSY,BUST,MUST,MIST,MINT,MINI,T,M,I,N,I,2U,3S,3S,4T,4T,3S,1M,4T
352,BEAN,BEAT,BELT,BOLT,BOLD,GOLD,T,L,O,D,G,3A,2E,2E,1B,3L,1B,3L,1B
353,GAGE,GAGS,BAGS,BUGS,HUGS,HUES,S,B,U,H,E,1G,2A,4S,3G,1B,4S,3G,4S
354,ROBE,RODE,RIDE,RICE,RICK,ROCK,D,I,C,K,O,1R,4E,1R,4E,2I,4E,1R,3C
355,HAST,HALT,HALL,FALL,FAIL,FOIL,L,L,F,I,O,1H,4T,2A,1H,3L,2A,4L,1F
356,DEMO,DECO,DECK,PECK,PEEK,MEEK,C,K,P,E,M,1D,2E,3C,1D,2E,3C,4K,1P
357,COUP,COMP,COME,COPE,COPS,OOPS,M,E,P,S,O,1C,2O,2O,3M,4E,2O,3P,1C
358,AIRS,AIDS,BIDS,BINS,BANS,BANK,D,B,N,A,K,2I,4S,3D,4S,1B,2I,1B,3N
359,PICK,PECK,PEAK,PEAT,NEAT,NEXT,E,A,T,N,X,1P,3C,4K,1P,2E,1P,4T,2E
360,PAIR,PARR,PARK,MARK,MASK,MASH,R,K,M,S,H,1P,2A,1P,2A,3R,4K,1M,2A
361,FUEL,FULL,FALL,GALL,GALE,GAME,L,A,G,E,M,2U,1F,4L,1F,2A,3L,3L,2A
362,HAZE,HALE,BALE,BALL,BAIL,BOIL,L,B,L,I,O,2A,1H,4E,2A,2A,3L,4L,2A
363,DEFY,DENY,DENT,WENT,WONT,FONT,N,T,W,O,F,2E,1D,2E,3N,3N,4T,3N,4T
364,KNEE,KNEW,KNOW,SNOW,SHOW,SHOE,W,O,S,H,E,3E,2N,1K,2N,3O,2N,1S,3O
365,BEAT,SEAT,SPAT,SPAN,SPIN,SHIN,S,P,N,I,H,2E,4T,3A,4T,3A,1S,2P,1S
366,LONE,DONE,DOLE,DOLL,DULL,DUAL,D,L,L,U,A,2O,4E,1D,2O,3L,2O,3L,1D
367,CHOW,SHOW,SHOT,SOOT,MOOT,MORT,S,T,O,M,R,3O,2H,1S,3O,1S,3O,3O,2O
368,SANE,SAGE,RAGE,RAGS,RIGS,RIBS,G,R,S,I,B,1S,4E,4E,3G,1R,3G,3G,4S
369,BARK,BARE,DARE,DIRE,DIME,MIME,E,D,I,M,M,1B,3R,3R,4E,4E,1D,1D,4E
370,DENY,DENT,LENT,LEFT,LIFT,LIFE,T,L,F,I,E,3N,2E,3N,4T,2E,1L,3F,1L
371,FRAY,FRAT,FEAT,SEAT,STAT,STAR,T,E,S,T,R,1F,3A,1F,3A,2E,3A,4T,1S
372,PETS,PATS,PALS,PALE,DALE,DOLE,A,L,E,D,O,3T,1P,2A,4S,1P,2A,3L,2A
373,LEAP,LEAK,BEAK,BECK,BACK,TACK,K,B,C,A,T,2E,3A,3A,2E,2E,1B,4K,1B
374,STAY,STAT,SEAT,FEAT,FEST,FAST,T,E,F,S,A,3A,1S,4T,3A,3A,2E,1F,4T
375,GRIM,GRIN,GAIN,MAIN,MAID,LAID,N,A,M,D,L,1G,3I,1G,4N,4N,3I,2A,3I
376,PICS,PINS,PINE,SINE,SIRE,SURE,N,E,S,R,U,4S,2I,3N,1P,4E,2I,4E,1S
377,YANG,PANG,PANT,WANT,WAIT,WHIT,P,T,W,I,H,2A,4G,2A,3N,4T,2A,2A,1W
378,NOON,BOON,BOOS,BIOS,BIDS,KIDS,B,S,I,D,K,3O,4N,1B,2O,3O,4S,4S,1B
379,PUMA,PUMP,BUMP,BUMS,SUMS,SUES,P,B,S,S,E,2U,1P,3M,4P,1B,2U,3M,4S
380,KEEL,FEEL,FEED,FEND,BEND,BOND,F,D,N,B,O,3E,2E,2E,3E,4D,2E,2E,3N
381,MOLD,MOLE,MALE,MANE,MANA,MAMA,E,A,N,A,M,2O,1M,4E,3L,4E,2A,3N,1M
382,MATH,MASH,LASH,LASS,LOSS,LOSE,S,L,S,O,E,4H,1M,3S,4H,1L,2A,4S,3S
383,CAMS,CATS,BATS,BOTS,BOOS,BOOK,T,B,O,O,K,1C,2A,2A,3T,3T,4S,1B,2O
384,TASK,MASK,MASS,MOSS,TOSS,TOES,M,S,O,T,E,2A,3S,1M,2A,3S,1M,4S,3S
385,FALL,BALL,BALE,BASE,BASS,BOSS,B,E,S,S,O,2A,3L,1B,2A,1B,4E,2A,3S
386,PAPA,PARA,PARK,DARK,DARN,DAWN,R,K,D,N,W,4A,1P,3R,1P,2A,3R,1D,2A
387,MEND,BEND,BENT,BEST,BUST,DUST,B,T,S,U,D,4D,2E,1B,2E,1B,4T,4T,3S
388,FOOL,FOOD,FOND,FIND,FINS,FIGS,D,N,I,S,G,3O,1F,2O,1F,4D,3N,2I,3N
389,BUOY,BURY,BURN,BORN,MORN,MOAN,R,N,O,M,A,2U,4Y,1B,3R,4N,3R,3R,4N
390,PAIN,GAIN,GRIN,GRAN,BRAN,BRAY,G,R,A,B,Y,3I,2A,1G,4N,2R,4N,4N,3A
391,FACT,FACE,MACE,MACS,MAPS,NAPS,E,M,S,P,N,2A,1F,3C,2A,3C,1M,2A,1M
392,HOOP,LOOP,LOOT,LOST,LEST,REST,L,T,S,E,R,3O,2O,1L,3O,1L,2O,1L,3S
393,FIRM,FORM,FOAM,ROAM,ROAD,READ,O,A,R,D,E,4M,1F,2O,4M,4M,3A,1R,3A
394,ROAD,READ,BEAD,BEAT,SEAT,SWAT,E,B,T,S,W,3A,4D,3A,4D,3A,1B,4T,2E
395,LIFE,LINE,PINE,PINS,PITS,PUTS,N,P,S,T,U,1L,4E,3N,2I,2I,3N,1P,2I
396,FAKE,CAKE,COKE,COLE,COLT,VOLT,C,O,L,T,V,3K,2A,3K,4E,4E,1C,1C,3L
397,SACK,LACK,LACE,LAKE,LIKE,PIKE,L,E,K,I,P,2A,4K,1L,2A,2A,4E,4E,1L
398,JANE,LANE,LINE,DINE,DIVE,DIVA,L,I,D,V,A,2A,4E,1L,3N,3N,4E,1D,4E
399,HELM,HELD,HOLD,HOLE,HALE,PALE,D,O,E,A,P,1H,3L,1H,4D,1H,2O,1H,4E
400,PACE,PALE,TALE,TAPE,TYPE,TYPO,L,T,P,Y,O,2A,4E,3L,4E,2A,1T,1T,4E
401,NAME,CAME,CATE,CITE,BITE,BYTE,C,T,I,B,Y,4E,3M,4E,1C,3T,4E,4E,2I
402,PURE,CURE,CARE,MARE,MACE,MACK,C,A,M,C,K,2U,3R,1C,3R,2A,4E,2A,1M
403,SHAG,SHAW,SHOW,SHOT,SOOT,LOOT,W,O,T,O,L,3A,1S,4W,1S,3O,1S,1S,4T
404,LIMO,LIME,LITE,BITE,BITS,PITS,E,T,B,S,P,3M,2I,2I,1L,3T,4E,1B,2I
405,DOSE,ROSE,RISE,RIFE,RIFF,TIFF,R,I,F,F,T,4E,2O,3S,1R,4E,2I,1R,3F
406,SOON,SOOT,LOOT,LOST,LEST,JEST,T,L,S,E,J,1S,3O,4T,3O,2O,1L,3S,1L
407,KILL,BILL,BALL,BALE,BAKE,RAKE,B,A,E,K,R,3L,2I,1B,4L,3L,2A,4E,1B
408,ARMY,ARMS,AIMS,SIMS,SITS,SETS,S,I,S,T,E,1A,2R,3M,1A,2I,4S,4S,2I
409,MINT,PINT,PANT,PANS,PAWS,JAWS,P,A,S,W,J,2I,4T,4T,1P,3N,2A,1P,4S
410,OAKS,OARS,BARS,BASS,BASH,RASH,R,B,S,H,R,4S,2A,2A,3R,4S,1B,3S,2A
411,KICK,PICK,PICS,PITS,PETS,VETS,P,S,T,E,V,2I,4K,1P,2I,2I,1P,3T,1P
412,POOR,MOOR,MOOT,MOST,MAST,FAST,M,T,S,A,F,2O,4R,1M,3O,4T,1M,4T,3S
413,PEED,FEED,FEND,FIND,FINK,SINK,F,N,I,K,S,4D,3E,1F,2E,3N,4D,2I,1F
414,GEAR,LEAR,LEAD,LEND,LAND,LANG,L,D,N,A,G,4R,3A,1L,3A,2E,4D,4D,1L
415,WADE,WAKE,BAKE,BANE,BANG,HANG,K,B,N,G,H,1W,2A,3K,2A,2A,4E,2A,3N
416,SEEM,SEEK,PEEK,PERK,PORK,PORE,K,P,R,O,E,1S,2E,2E,3E,2E,1P,1P,4K
417,BLUE,GLUE,GLEE,FLEE,FLEW,FLOW,G,E,F,W,O,2L,4E,4E,1G,2L,3E,2L,3E
418,ERAS,BRAS,BROS,BOOS,BOWS,ROWS,B,O,O,W,R,4S,3A,2R,1B,4S,1B,2O,4S
419,TONG,PONG,PING,PINS,PIES,PIER,P,I,S,E,R,4G,2O,1P,4G,1P,2I,1P,4S
420,BAIT,BAIL,VAIL,VEIL,VEAL,VIAL,L,V,E,A,I,3I,1B,2A,4L,4L,1V,1V,4L
421,PERM,TERM,TEAM,TEAL,TELL,BELL,T,A,L,L,B,4M,2E,4M,2E,1T,2E,1T,2E
422,TURF,TURK,TUCK,TICK,RICK,RINK,K,C,I,R,N,1T,2U,2U,4K,3C,1T,4K,3C
423,BARE,BARD,HARD,HERD,HEED,SEED,D,H,E,E,S,1B,2A,4D,2A,1H,3R,2E,1H
424,BAIT,BRIT,BRAT,BEAT,BEAR,NEAR,R,A,E,R,N,3I,1B,2R,1B,4T,3A,2E,3A
425,DECO,DECK,DOCK,DOCS,DONS,TONS,K,O,S,N,T,3C,1D,3C,4K,1D,2O,4S,1D
426,SUMS,SUNS,SANS,SANE,VANE,VASE,N,A,E,V,S,4S,1S,4S,3N,2A,3N,4E,3N
427,FEES,SEES,SEAS,SEAM,SWAM,SWAG,S,A,M,W,G,3E,4S,4S,1S,3A,1S,1S,4M
428,PECK,PICK,LICK,LICE,LIKE,BIKE,I,L,E,K,B,4K,3C,3C,2I,1L,3C,4E,2I
429,TOLL,DOLL,DOLE,DONE,LONE,LANE,D,E,N,L,A,4L,2O,1D,3L,1D,4E,3N,2O
430,GEAR,BEAR,BEAT,BOAT,BOUT,TOUT,B,T,O,U,T,3A,2E,2E,3A,3A,1B,1B,2O
431,HEAR,BEAR,BEAT,BEST,BUST,BUSH,B,T,S,U,H,2E,3A,1B,2E,2E,4T,4T,3S
432,FITS,FATS,MATS,MACS,MACK,MUCK,A,M,C,K,U,3T,4S,3T,4S,4S,1M,2A,1M
433,PACK,LACK,LARK,LARS,LAWS,LOWS,L,R,S,W,O,3C,2A,4K,1L,1L,2A,2A,1L
434,WARN,WARP,WASP,WASH,WISH,FISH,P,S,H,I,F,1W,2A,4P,2A,3S,2A,3S,1W
435,MOON,MORN,CORN,CORK,DORK,DIRK,R,C,K,D,I,1M,2O,4N,2O,1C,3R,3R,4K
436,KICK,KINK,MINK,MINT,MIST,GIST,N,M,T,S,G,2I,1K,2I,3N,2I,1M,4T,1M
437,RITE,CITE,CATE,CARE,CART,KART,C,A,R,T,K,4E,2I,4E,3T,4E,1C,1C,3R
438,BACK,BANK,BANG,TANG,TING,TINY,N,G,T,I,Y,2A,4K,3N,2A,2A,3N,1T,3N
439,BOLD,BOND,BIND,BINS,BITS,WITS,N,I,S,T,W,1B,2O,3N,1B,2I,3N,2I,1B
440,COPY,COPE,COLE,POLE,PALE,PALM,E,L,P,A,M,3P,1C,2O,4E,2O,3L,1P,3L
441,SOUL,SOUS,SONS,SANS,FANS,FANG,S,N,A,F,G,3U,1S,2O,1S,3N,1S,4S,2A
