Date,Hard,Medium,Easy
2035-03-30,1972,725,9759
2035-03-31,5969,2014,8950
2035-04-01,9070,3770,1179
2035-04-02,3293,8498,8810
2035-04-03,4927,4098,289
2035-04-04,7688,9187,4583
2035-04-05,6085,1181,8171
2035-04-06,7999,2869,5989
2035-04-07,9873,3167,9964
2035-04-08,3096,2620,7031
2035-04-09,4009,3365,1254
2035-04-10,946,3455,9674
2035-04-11,3580,4508,166
2035-04-12,8153,3333,4244
2035-04-13,1684,1143,8797
2035-04-14,7208,7604,9068
2035-04-15,9416,2431,6890
2035-04-16,95,2582,2734
2035-04-17,9823,4230,9551
2035-04-18,7215,4998,7631
2035-04-19,9732,5006,643
2035-04-20,6428,9800,5637
2035-04-21,9714,3179,6488
2035-04-22,3028,1899,1980
2035-04-23,9617,5883,8250
2035-04-24,1788,8372,1717
2035-04-25,9687,542,6459
2035-04-26,2418,7692,8895
2035-04-27,3510,9658,2765
2035-04-28,3978,9018,3293
2035-04-29,1883,7095,5091
2035-04-30,9458,1701,1472
2035-05-01,3357,9962,5439
2035-05-02,1715,2046,7973
2035-05-03,1113,6855,8716
2035-05-04,7518,6893,743
2035-05-05,9485,7893,6531
2035-05-06,3856,595,6244
2035-05-07,916,6137,3485
2035-05-08,3476,8420,8915
2035-05-09,3391,5737,9817
2035-05-10,1995,5594,346
2035-05-11,3922,4107,9163
2035-05-12,5158,9910,9317
2035-05-13,3926,5211,2325
2035-05-14,7173,9453,6606
2035-05-15,8781,761,5438
2035-05-16,661,6730,2876
2035-05-17,2815,9662,18
2035-05-18,4698,6451,5144
2035-05-19,5720,1730,5541
2035-05-20,5889,8366,1522
2035-05-21,7372,6907,1273
2035-05-22,7897,5272,3156
2035-05-23,4231,9255,6500
2035-05-24,2671,8467,751
2035-05-25,1146,577,6253
2035-05-26,8443,680,5078
2035-05-27,789,9293,8617
2035-05-28,9524,6604,9684
2035-05-29,4774,289,6047
2035-05-30,8957,340,6547
2035-05-31,2461,3785,5876
2035-06-01,5183,2243,4418
2035-06-02,8276,9554,9241
2035-06-03,6335,6344,6706
2035-06-04,8005,8872,4846
2035-06-05,3401,4461,1322
2035-06-06,4863,8713,9630
2035-06-07,2138,3302,8344
2035-06-08,3862,7187,3651
2035-06-09,2165,707,3043
2035-06-10,591,1434,1075
2035-06-11,5468,5739,8672
2035-06-12,2937,9726,3033
2035-06-13,6634,9909,508
2035-06-14,5277,4344,1872
2035-06-15,6788,5695,2056
2035-06-16,6481,883,2218
2035-06-17,1628,2827,549
2035-06-18,6246,9199,8302
2035-06-19,498,8851,3421
2035-06-20,9229,9795,2570
2035-06-21,4941,2273,1488
2035-06-22,1877,4952,3633
2035-06-23,3616,8697,6378
2035-06-24,7541,3018,2476
2035-06-25,829,109,3956
2035-06-26,8553,4512,5768
2035-06-27,7696,1793,9996
2035-06-28,4680,3352,5887
2035-06-29,1610,8556,3017
2035-06-30,5211,8612,8326
2035-07-01,4744,2923,9412
2035-07-02,8330,5123,774
2035-07-03,2110,3746,9197
2035-07-04,8868,8119,4385
2035-07-05,1125,367,9095
2035-07-06,4543,8195,1734
2035-07-07,5330,2185,8350
2035-07-08,1115,3426,3271
2035-07-09,7972,3806,8150
2035-07-10,22,5014,9320
2035-07-11,1552,2759,2588
2035-07-12,321,586,5685
2035-07-13,447,9967,3817
2035-07-14,2932,651,4248
2035-07-15,7162,5575,2492
2035-07-16,4779,846,636
2035-07-17,7826,576,8916
2035-07-18,1768,6841,962
2035-07-19,9338,4763,3882
2035-07-20,9438,1192,7990
2035-07-21,9378,2662,8840
2035-07-22,2067,3536,6954
2035-07-23,2604,1854,9695
2035-07-24,1890,771,7077
2035-07-25,3740,2043,9477
2035-07-26,4974,9680,9479
2035-07-27,1736,8382,1436
2035-07-28,8890,930,9785
2035-07-29,9061,1179,4559
2035-07-30,6854,7012,5380
2035-07-31,7466,3186,6532
2035-08-01,3463,7673,1852
2035-08-02,6825,3108,4632
2035-08-03,5991,2441,4066
2035-08-04,7640,3644,1437
2035-08-05,3434,5276,4892
2035-08-06,1029,7035,4156
2035-08-07,8185,4905,8827
2035-08-08,9557,9197,8002
2035-08-09,3693,2695,915
2035-08-10,6453,4298,7796
2035-08-11,8530,173,3850
2035-08-12,4447,5581,9055
2035-08-13,6065,3915,8327
2035-08-14,3209,678,6197
2035-08-15,9895,1628,2911
2035-08-16,7664,2946,7553
2035-08-17,6021,7640,3902
2035-08-18,6126,4384,8709
2035-08-19,4331,1698,5973
2035-08-20,8193,5058,9999
2035-08-21,8246,1292,8537
2035-08-22,7314,4746,6491
2035-08-23,4099,4779,5852
2035-08-24,5339,6506,1778
2035-08-25,6991,8944,9281
2035-08-26,709,3782,5759
2035-08-27,831,4962,4791
2035-08-28,4038,33,9438
2035-08-29,6048,6498,7214
2035-08-30,314,387,9556
2035-08-31,1241,3035,9186
2035-09-01,8909,1249,2321
2035-09-02,4263,6308,8241
2035-09-03,9459,9591,7390
2035-09-04,8967,4543,7332
2035-09-05,6936,9821,9801
2035-09-06,4403,8279,1910
2035-09-07,6153,7868,4738
2035-09-08,7267,9808,7480
2035-09-09,2250,3837,1454
2035-09-10,3998,6245,7387
2035-09-11,4002,5192,7980
2035-09-12,3915,357,1537
2035-09-13,8177,6440,6975
2035-09-14,1670,500,9599
2035-09-15,2797,6016,4435
2035-09-16,4293,2348,6115
2035-09-17,6654,3659,8825
2035-09-18,5378,8904,3901
2035-09-19,2505,6581,3578
2035-09-20,7866,2241,8086
2035-09-21,5257,6398,8639
2035-09-22,7973,7736,8756
2035-09-23,7865,1842,3279
2035-09-24,5457,2276,269
2035-09-25,3324,1913,8770
2035-09-26,1691,458,1238
2035-09-27,6032,5474,9568
2035-09-28,8121,5801,8596
2035-09-29,8817,1681,176
2035-09-30,5148,9494,1783
2035-10-01,844,2463,5586
2035-10-02,7781,8893,8476
2035-10-03,1785,8200,1635
2035-10-04,1460,6042,558
2035-10-05,6340,584,1250
2035-10-06,8341,219,8655
2035-10-07,8136,2881,3940
2035-10-08,3220,2938,7847
2035-10-09,1087,6385,2131
2035-10-10,2995,6654,8101
2035-10-11,9801,6480,3134
2035-10-12,2137,8497,4106
2035-10-13,4420,8393,9495
2035-10-14,7695,7348,1373
2035-10-15,4342,5358,5705
2035-10-16,9582,5680,4054
2035-10-17,3003,7430,2855
2035-10-18,6572,1341,3671
2035-10-19,8228,4753,1184
2035-10-20,406,1977,3174
2035-10-21,337,4513,5409
2035-10-22,5588,302,8540
2035-10-23,8075,8732,3387
2035-10-24,6030,6126,4333
2035-10-25,6277,4412,8621
2035-10-26,2445,4938,2690
2035-10-27,5656,4170,4375
2035-10-28,6900,9116,7641
2035-10-29,2613,6940,8395
2035-10-30,8787,2580,1128
2035-10-31,9750,6840,9306
2035-11-01,3676,6374,8194
2035-11-02,9561,3321,1182
2035-11-03,5089,126,6760
2035-11-04,4138,818,5205
2035-11-05,504,3476,7132
2035-11-06,7153,9061,2974
2035-11-07,4344,374,4728
2035-11-08,1276,1133,8125
2035-11-09,3888,8268,4836
2035-11-10,1027,5011,7090
2035-11-11,5096,1200,7855
2035-11-12,2360,1177,7798
2035-11-13,6695,1031,1062
2035-11-14,3650,4860,7143
2035-11-15,4301,702,3020
2035-11-16,8301,7849,9420
2035-11-17,7397,5210,7920
2035-11-18,6362,3289,5934
2035-11-19,7261,1672,4463
2035-11-20,7591,8741,5183
2035-11-21,6186,1492,19
2035-11-22,2216,1332,5132
2035-11-23,3596,1660,708
2035-11-24,3682,5989,8879
2035-11-25,9356,6443,612
2035-11-26,3424,782,5141
2035-11-27,9345,5954,5865
2035-11-28,8614,106,9287
2035-11-29,7957,6962,1607
2035-11-30,4425,8069,5648
2035-12-01,1395,9748,8435
2035-12-02,3011,8108,4261
2035-12-03,1121,3254,3080
2035-12-04,9203,8529,8901
2035-12-05,8074,6218,5726
2035-12-06,7185,9078,9857
2035-12-07,6099,4206,9998
2035-12-08,7925,6790,826
2035-12-09,1755,9251,9275
2035-12-10,6385,8432,1539
2035-12-11,3642,5261,1728
2035-12-12,5950,4701,533
2035-12-13,7427,4562,6978
2035-12-14,1434,8504,4373
2035-12-15,942,3277,6295
2035-12-16,3116,3918,4338
2035-12-17,6382,8363,2995
2035-12-18,3780,1400,6345
2035-12-19,7848,4707,3334
2035-12-20,1154,4695,364
2035-12-21,2114,3642,6013
2035-12-22,9140,5050,9601
2035-12-23,8706,8168,1698
2035-12-24,2412,3744,1348
2035-12-25,8055,3662,2013
2035-12-26,9564,2621,245
2035-12-27,1567,3780,9875
2035-12-28,9174,5868,8804
2035-12-29,6985,4682,6074
2035-12-30,44,5530,9036
2035-12-31,2239,5838,5662
